FROM,TO,DAY,DAYS,TYPE,Title_gsheets,NOTES,COLOR_CATEGORY,Date,Title_wiki,Year,Game Wiki Link,Source Links,mc_title,mc_slug,mc_releaseDate,mc_criticScore,mc_rating,mc_platforms
2024-04-18 00:00:00,2024-04-25 00:00:00,Thursday,7,free,Town of Salem 2,,FFD0E0E3,,,,,,Town of Salem 2,town-of-salem-2,2023-08-25,,,"PC, iOS (iPhone/iPad), Nintendo Switch, PlayStation 5, Xbox Series X"
2024-04-11 00:00:00,2024-04-18 00:00:00,Thursday,7,dupe,Ghostrunner,,FFD0E0E3,31 December 2023,Ghostrunner,2023.0,https://ru.wikipedia.org/wiki/Ghostrunner,https://gamerant.com/epic-games-store-mystery-game-december-2023-ghostrunner-leaks-egs/,Ghostrunner,ghostrunner,2020-10-27,81.0,M,"PC, Xbox One, PlayStation 4, Nintendo Switch, PlayStation 5, Xbox Series X"
2024-04-11 00:00:00,2024-04-18 00:00:00,Thursday,7,dupe,Ghostrunner,,FFD0E0E3,11-18 April 2024,Ghostrunner,2024.0,https://ru.wikipedia.org/wiki/Ghostrunner,https://kanobu.ru/news/v-egs-startovala-razdacha-pervoj-chasti-ghostrunner-485154/,Ghostrunner,ghostrunner,2020-10-27,81.0,M,"PC, Xbox One, PlayStation 4, Nintendo Switch, PlayStation 5, Xbox Series X"
2024-04-04 00:00:00,2024-04-11 00:00:00,Thursday,7,dupe,The Outer Worlds: Spacer's Choice Edition,,FFD0E0E3,25 December 2023,The Outer Worlds: Spacer's Choice Edition,2023.0,https://ru.wikipedia.org/wiki/The_Outer_Worlds,https://kanobu.ru/news/v-epic-games-store-nachalas-razdacha-topovogo-izdaniya-the-outer-worlds-480040/,The Outer Worlds: Spacer's Choice Edition,the-outer-worlds-spacers-choice-edition,2023-03-07,72.0,M,"PlayStation 5, Xbox Series X, PC"
2024-04-04 00:00:00,2024-04-11 00:00:00,Thursday,7,dupe,The Outer Worlds: Spacer's Choice Edition,,FFD0E0E3,4-11 April 2024,The Outer Worlds: Spacer's Choice Edition,2024.0,https://ru.wikipedia.org/wiki/The_Outer_Worlds,https://3dnews.ru/1102785/epic-games-store-ustroil-razdachu-the-outer-worlds-spacers-choice-edition-i-thief-no-rossiyskih-igrokov-ostavil-bez-podarkov,The Outer Worlds: Spacer's Choice Edition,the-outer-worlds-spacers-choice-edition,2023-03-07,72.0,M,"PlayStation 5, Xbox Series X, PC"
2024-04-04 00:00:00,2024-04-11 00:00:00,Thursday,7,,Thief,,FFD0E0E3,,,,,,Thief,thief,2014-02-25,67.0,M,"PlayStation 4, PC, Xbox One, PlayStation 3, Xbox 360"
2024-03-28 00:00:00,2024-04-04 00:00:00,Thursday,7,,Islets,,FFD0E0E3,28 March - 4 April 2024,Islets,2024.0,https://ru.wikipedia.org/wiki/Islets,https://www.igromania.ru/news/136989/epic-games-store-na-sleduyuschej-nedele-besplatno-razdast-the-outer-worlds-i-thief/,Islets,islets,2022-08-24,82.0,E10+,"Nintendo Switch, PC, Xbox Series X, Xbox One, PlayStation 5, PlayStation 4"
2024-03-21 00:00:00,2024-04-04 00:00:00,Thursday,14,pack2,World of Warships — Starter Pack: Dreadnought,Also 2021-05-05 (not listed),FFFFF2CC,,,,,,World of Warships,world-of-warships,2015-09-17,81.0,T,PC
2024-03-21 00:00:00,2024-03-28 00:00:00,Thursday,7,,Call of the Wild: The Angler™,,FFD0E0E3,21-28 March 2024,Call of the Wild: The Angler,2024.0,https://ru.wikipedia.org/w/index.php?title=Call_of_the_Wild:_The_Angler&action=edit&redlink=1,https://www.igromania.ru/news/136737/v-egs-stali-besplatno-otdavat-novellu-pro-atomnuyu-evu-iz-neuyazvimogo/,Call of the Wild: The Angler,call-of-the-wild-the-angler,2022-08-31,63.0,E,"PC, PlayStation 5, Xbox Series X, PlayStation 4, Xbox One"
2024-03-21 00:00:00,2024-03-28 00:00:00,Thursday,7,,Invincible Presents: Atom Eve,,FFD0E0E3,17-24 October 2024,Invincible Presents: Atom Eve,2024.0,https://ru.wikipedia.org/w/index.php?title=Invincible_Presents:_Atom_Eve&action=edit&redlink=1,https://www.igromania.ru/news/143494/v-egs-stali-besplatno-otdavat-igru-pro-atomnuyu-evu-iz-nepobedimogo-i-kardboard-kings/,Invincible Presents: Atom Eve,invincible-presents-atom-eve,2023-11-14,79.0,,PC
2024-03-14 00:00:00,2024-04-13 00:00:00,Thursday,30,pack2,The Sims™ 4 - Backyard Stuff,,FFFFF2CC,,,,,,"The Sims 4 Bundle: Vampires, Kids Room Stuff & Backyard Stuff",the-sims-4-bundle-vampires-kids-room-stuff-and,2017-02-17,,,PC
2024-03-14 00:00:00,2024-03-21 00:00:00,Thursday,7,,Deus Ex: Mankind Divided,,FFD0E0E3,14-21 March 2024,Deus Ex: Mankind Divided,2024.0,https://ru.wikipedia.org/wiki/Deus_Ex:_Mankind_Divided,https://www.igromania.ru/news/136497/v-epic-games-store-stali-besplatno-otdavat-deus-ex-mankind-divided-i-the-bridge/,Deus Ex: Mankind Divided,deus-ex-mankind-divided,2016-08-23,84.0,M,"PlayStation 4, Xbox One, PC"
2024-03-14 00:00:00,2024-03-21 00:00:00,Thursday,7,dupe,The Bridge,,FFD0E0E3,23-30 January 2020,The Bridge,2020.0,https://ru.wikipedia.org/w/index.php?title=The_Bridge_(%D0%B8%D0%B3%D1%80%D0%B0)&action=edit&redlink=1,https://dtf.ru/sale/96164-v-epic-games-store-nachalas-razdacha-the-bridge-posle-nee-besplatnoy-stanet-farming-simulator-19,The Bridge,the-bridge,2018-03-23,,,PC
2024-03-07 00:00:00,2024-03-14 00:00:00,Thursday,7,,Astro Duel 2,,FFD0E0E3,7-14 March 2024,Astro Duel 2,2024.0,https://ru.wikipedia.org/w/index.php?title=Astro_Duel_2&action=edit&redlink=1,https://www.igromania.ru/news/136274/v-epic-games-store-nachali-besplatno-otdavat-ekshen-astro-duel-2-v-den-reliza/,Astro Duel 2,astro-duel-2,2024-03-07,0.0,T,"Nintendo Switch, PC, Xbox Series X"
2024-02-29 00:00:00,2024-03-07 00:00:00,Thursday,7,,Aerial_Knight's Never Yield,,FFD0E0E3,29 February - 7 March 2024,Aerial_Knight's Never Yield,2024.0,https://ru.wikipedia.org/w/index.php?title=Aerial_Knight%E2%80%99s_Never_Yield&action=edit&redlink=1,https://www.igromania.ru/news/136022/v-egs-nachali-besplatno-otdavat-stilnyij-ranner-aerial-knights-never-yield/,Aerial_Knight's Never Yield,aerialknights-never-yield,2021-05-19,65.0,T,"Nintendo Switch, PC, PlayStation 5, Xbox Series X, PlayStation 4, Xbox One, iOS (iPhone/iPad)"
2024-02-22 00:00:00,2024-02-29 00:00:00,Thursday,7,,Super Meat Boy Forever,,FFD0E0E3,22-29 February 2024,Super Meat Boy Forever,2024.0,https://ru.wikipedia.org/wiki/Super_Meat_Boy_Forever,https://www.igromania.ru/news/135630/v-epic-games-store-razdadut-super-meat-boy-forever-vmesto-tryoh-igr-fallout/,Super Meat Boy Forever,super-meat-boy-forever,2020-12-23,66.0,T,"Nintendo Switch, iOS (iPhone/iPad), PlayStation 4, PC, Xbox One"
2024-02-15 00:00:00,2024-02-22 00:00:00,Thursday,7,,Dakar Desert Rally,,FFD0E0E3,15-22 February 2024,Dakar Desert Rally,2024.0,https://ru.wikipedia.org/w/index.php?title=Dakar_Desert_Rally&action=edit&redlink=1,https://www.igromania.ru/news/135554/v-egs-nachali-besplatno-otdavat-dakar-desert-rally-i-skoro-otdadut-fallout/,Dakar Desert Rally,dakar-desert-rally,2022-10-04,69.0,E,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One"
2024-02-08 00:00:00,2024-02-19 00:00:00,Thursday,11,pack2,Dying Light - Shu Warrior Bundle,"Requires base game (payable): Dying Light, already gifted",FFFFF2CC,,,,,,Dying Light,dying-light,2015-01-27,74.0,M,"PlayStation 4, Xbox One, PC, PlayStation 3, Xbox 360"
2024-02-08 00:00:00,2024-02-15 00:00:00,Thursday,7,,Doki Doki Literature Club Plus!,,FFD0E0E3,8-15 February 2024,Doki Doki Literature Club Plus!,2024.0,https://ru.wikipedia.org/wiki/Doki_Doki_Literature_Club!,https://www.igromania.ru/news/135308/v-egs-besplatno-otdayut-doki-doki-literature-club-i-razdadut-dakar-desert-rally/,Doki Doki Literature Club Plus!,doki-doki-literature-club-plus,2021-06-30,85.0,M,"Nintendo Switch, PlayStation 4, PC, Xbox One, PlayStation 5, Xbox Series X"
2024-02-08 00:00:00,2024-02-15 00:00:00,Thursday,7,,Lost Castle,,FFD0E0E3,,,,,,Lost Castle,lost-castle,2016-08-31,0.0,,"PC, Nintendo Switch, PlayStation 4"
2024-02-01 00:00:00,2024-02-08 00:00:00,Thursday,7,,Doors: Paradox,,FFD0E0E3,1-8 February 2024,Doors: Paradox,2024.0,https://ru.wikipedia.org/w/index.php?title=Doors:_Paradox&action=edit&redlink=1,https://www.igromania.ru/news/135072/egs-nachala-razdavat-golovolomku-doors-paradox-i-skoro-podarit-srazu-dve-igryi/,Doors: Paradox,doors-paradox,2024-11-14,0.0,E,"Xbox Series X, PC, iOS (iPhone/iPad), Nintendo Switch, Xbox One, PlayStation 4, PlayStation 5"
2024-01-25 00:00:00,2024-02-01 00:00:00,Thursday,7,,Infinifactory,,FFD0E0E3,25 January - 1 February 2024,Infinifactory,2024.0,https://ru.wikipedia.org/w/index.php?title=Infinifactory&action=edit&redlink=1,https://kanobu.ru/news/v-epic-games-store-nachalas-razdacha-stroitelnogo-pazla-infinifactory-481286/,Infinifactory,infinifactory,2015-12-22,70.0,T,"PlayStation 4, PC"
2024-01-18 00:00:00,2024-01-25 00:00:00,Thursday,7,,LOVE,"LOVE (enhanced version, 2014)",FFD0E0E3,18-25 January 2024,LOVE,2024.0,"https://ru.wikipedia.org/w/index.php?title=LOVE_(%D0%B8%D0%B3%D1%80%D0%B0,_2008)&action=edit&redlink=1",https://kanobu.ru/news/v-egs-startovala-razdacha-nedostupnoj-v-rossii-love-480915/,Love,love,2026-02-24,,,PC
2024-01-18 00:00:00,2024-01-25 00:00:00,Thursday,7,,"LOVE Classic (classic version, 2008 recoded in 2020)","LOVE Classic (classic version, 2008 recoded in 2020)",FFD0E0E3,,,,,,World of Warcraft Classic: Burning Crusade Classic,world-of-warcraft-classic-burning-crusade-classic,2021-06-01,79.0,,PC
2024-01-11 00:00:00,2024-01-18 00:00:00,Thursday,7,,Sail Forth,,FFD0E0E3,11-18 January 2024,Sail Forth,2024.0,https://ru.wikipedia.org/w/index.php?title=Sail_Forth&action=edit&redlink=1,https://ixbt.games/news/2024/01/11/v-egs-nacalas-i-slomalas-razdaca-uze-izvestnaya-sleduyushhaya-besplatnaya-igra.html,Sail Forth,sail-forth,2022-12-21,77.0,E10+,"Nintendo Switch, PC, PlayStation 4, Xbox One, PlayStation 5, Xbox Series X, Nintendo Switch 2"
2024-01-04 00:00:00,2024-01-11 00:00:00,Thursday,7,,Marvel's Guardians of the Galaxy,,FFB6D7A8,,,,,,Marvel's Guardians of the Galaxy,marvels-guardians-of-the-galaxy,2021-10-26,80.0,T,"PlayStation 5, PlayStation 4, PC, Xbox Series X, Xbox One, Nintendo Switch"
2024-01-03 00:00:00,2024-01-04 00:00:00,Wednesday,1,dupe,A Plague Tale: Innocence,,FFB6D7A8,5-12 August 2021,A Plague Tale: Innocence,2021.0,https://ru.wikipedia.org/wiki/A_Plague_Tale:_Innocence,https://www.igromania.ru/news/107386/V_Epic_Games_Store_besplatno_otdayut_A_Plague_Tale_Innocence_i_Minit.html,A Plague Tale: Innocence,a-plague-tale-innocence,2019-05-14,81.0,M,"PlayStation 4, Xbox One, PC, Nintendo Switch, PlayStation 5, Xbox Series X"
2024-01-03 00:00:00,2024-01-04 00:00:00,Wednesday,1,dupe,A Plague Tale: Innocence,,FFB6D7A8,3 January 2024,A Plague Tale: Innocence,2024.0,https://ru.wikipedia.org/wiki/A_Plague_Tale:_Innocence,https://www.igromania.ru/news/134116/v-epic-games-store-nachali-besplatno-otdavat-a-plague-tale-innocence/,A Plague Tale: Innocence,a-plague-tale-innocence,2019-05-14,81.0,M,"PlayStation 4, Xbox One, PC, Nintendo Switch, PlayStation 5, Xbox Series X"
2024-01-02 00:00:00,2024-01-03 00:00:00,Tuesday,1,,20 Minutes Till Dawn,,FFB6D7A8,2 January 2024,20 Minutes Till Dawn,2024.0,https://ru.wikipedia.org/w/index.php?title=20_Minutes_Till_Dawn&action=edit&redlink=1,https://www.igromania.ru/news/134103/v-epic-games-store-startovala-besplatnaya-razdacha-20-minutes-till-dawn/,20 Minutes Till Dawn,20-minutes-till-dawn,2022-06-08,0.0,,"PC, iOS (iPhone/iPad), Nintendo Switch"
2024-01-01 00:00:00,2024-01-02 00:00:00,Monday,1,,Escape Academy,,FFB6D7A8,1 January 2024,Escape Academy,2024.0,https://ru.wikipedia.org/w/index.php?title=Escape_Academy&action=edit&redlink=1,https://www.championat.com/cybersport/news-5379540-v-epic-games-store-razdayut-simulyator-pobega-iz-komnat-escape-academy.html,Escape Academy,escape-academy,2022-07-13,79.0,,"PC, Xbox Series X, Xbox One, PlayStation 4, PlayStation 5"
2024-01-01 00:00:00,2024-01-02 00:00:00,Monday,1,,Escape Academy,,FFB6D7A8,16-23 January 2025,Escape Academy,2025.0,https://ru.wikipedia.org/w/index.php?title=Escape_Academy&action=edit&redlink=1,https://www.igromania.ru/news/146515/v-epic-games-store-stali-besplatno-otdavat-kooperativnuyu-golovolomku-escape-academy/,Escape Academy,escape-academy,2022-07-13,79.0,,"PC, Xbox Series X, Xbox One, PlayStation 4, PlayStation 5"
2023-12-31 00:00:00,2024-01-01 00:00:00,Sunday,1,,Ghostrunner,,FFB6D7A8,31 December 2023,Ghostrunner,2023.0,https://ru.wikipedia.org/wiki/Ghostrunner,https://gamerant.com/epic-games-store-mystery-game-december-2023-ghostrunner-leaks-egs/,Ghostrunner,ghostrunner,2020-10-27,81.0,M,"PC, Xbox One, PlayStation 4, Nintendo Switch, PlayStation 5, Xbox Series X"
2023-12-31 00:00:00,2024-01-01 00:00:00,Sunday,1,,Ghostrunner,,FFB6D7A8,11-18 April 2024,Ghostrunner,2024.0,https://ru.wikipedia.org/wiki/Ghostrunner,https://kanobu.ru/news/v-egs-startovala-razdacha-pervoj-chasti-ghostrunner-485154/,Ghostrunner,ghostrunner,2020-10-27,81.0,M,"PC, Xbox One, PlayStation 4, Nintendo Switch, PlayStation 5, Xbox Series X"
2023-12-30 00:00:00,2023-12-31 00:00:00,Saturday,1,,Saints Row,,FFB6D7A8,30 December 2023,Saints Row,2023.0,"https://ru.wikipedia.org/wiki/Saints_Row_(%D0%B8%D0%B3%D1%80%D0%B0,_2022)",https://www.igromania.ru/news/134086/v-epic-games-store-nachali-besplatno-otdavat-saints-row/,Saints Row,saints-row,2022-08-23,61.0,M,"PlayStation 5, PC, Xbox Series X, PlayStation 4, Xbox One"
2023-12-29 00:00:00,2023-12-30 00:00:00,Friday,1,,Snakebird Complete,,FFB6D7A8,29 December 2023,Snakebird Complete,2023.0,https://ru.wikipedia.org/w/index.php?title=Snakebird&action=edit&redlink=1,https://ixbt.games/news/2023/12/29/v-epic-games-store-nacalas-razdaca-golovolomki-snakebird-complete-no-ne-v-rossii.html,Snakebird Complete,snakebird-complete,2023-11-24,0.0,E,"Nintendo Switch, PC"
2023-12-28 00:00:00,2023-12-29 00:00:00,Thursday,1,,Cat Quest,,FFB6D7A8,28 December 2023,Cat Quest,2023.0,https://ru.wikipedia.org/w/index.php?title=Cat_Quest&action=edit&redlink=1,https://www.igromania.ru/news/134011/v-egs-stali-besplatno-otdavat-zamurrchatelnuyu-rolevuyu-igru-cat-quest/,Cat Quest,cat-quest,2017-11-10,74.0,E10+,"Nintendo Switch, PC, PlayStation 4, iOS (iPhone/iPad)"
2023-12-28 00:00:00,2023-12-29 00:00:00,Thursday,1,,Cat Quest,,FFB6D7A8,27 March - 3 April 2025,Cat Quest,2025.0,https://ru.wikipedia.org/w/index.php?title=Cat_Quest&action=edit&redlink=1,https://kanobu.ru/news/egs-nachal-razdachu-cat-quest-i-neko-ghost-jump-498652/,Cat Quest,cat-quest,2017-11-10,74.0,E10+,"Nintendo Switch, PC, PlayStation 4, iOS (iPhone/iPad)"
2023-12-27 00:00:00,2023-12-28 00:00:00,Wednesday,1,,Cursed to Golf,,FFB6D7A8,27 December 2023,Cursed to Golf,2023.0,https://ru.wikipedia.org/w/index.php?title=Cursed_to_Golf&action=edit&redlink=1,https://ixbt.games/news/2023/12/27/v-epic-games-store-razdayut-cursed-to-golf-igru-pro-golf-s-syuzetom.html,Cursed to Golf,cursed-to-golf,2022-08-18,80.0,,"PC, Nintendo Switch, Xbox One, Xbox Series X, PlayStation 5, PlayStation 4"
2023-12-26 00:00:00,2023-12-27 00:00:00,Tuesday,1,,Human Resource Machine,,FFB6D7A8,26 December 2023,Human Resource Machine,2023.0,https://ru.wikipedia.org/w/index.php?title=Human_Resource_Machine&action=edit&redlink=1,https://dtf.ru/sale/2375509-v-egs-nachalas-razdacha-golovolomki-human-resource-machine-ot-avtorov-world-of-goo-i-little-inferno,Human Resource Machine,human-resource-machine,2015-10-15,78.0,,"PC, Wii U, iOS (iPhone/iPad), Nintendo Switch"
2023-12-25 00:00:00,2023-12-26 00:00:00,Monday,1,,The Outer Worlds: Spacer's Choice Edition,,FFB6D7A8,25 December 2023,The Outer Worlds: Spacer's Choice Edition,2023.0,https://ru.wikipedia.org/wiki/The_Outer_Worlds,https://kanobu.ru/news/v-epic-games-store-nachalas-razdacha-topovogo-izdaniya-the-outer-worlds-480040/,The Outer Worlds: Spacer's Choice Edition,the-outer-worlds-spacers-choice-edition,2023-03-07,72.0,M,"PlayStation 5, Xbox Series X, PC"
2023-12-25 00:00:00,2023-12-26 00:00:00,Monday,1,,The Outer Worlds: Spacer's Choice Edition,,FFB6D7A8,4-11 April 2024,The Outer Worlds: Spacer's Choice Edition,2024.0,https://ru.wikipedia.org/wiki/The_Outer_Worlds,https://3dnews.ru/1102785/epic-games-store-ustroil-razdachu-the-outer-worlds-spacers-choice-edition-i-thief-no-rossiyskih-igrokov-ostavil-bez-podarkov,The Outer Worlds: Spacer's Choice Edition,the-outer-worlds-spacers-choice-edition,2023-03-07,72.0,M,"PlayStation 5, Xbox Series X, PC"
2023-12-24 00:00:00,2023-12-25 00:00:00,Sunday,1,,Ghostwire: Tokyo,,FFB6D7A8,24 December 2023,Ghostwire: Tokyo,2023.0,https://ru.wikipedia.org/wiki/Ghostwire:_Tokyo,https://ixbt.games/news/2023/12/24/v-epic-games-store-nacalas-razdaca-ghostwire-tokyo-no-ne-dlya-rossii.html,GhostWire: Tokyo,ghostwire-tokyo,2022-03-22,75.0,T,"PlayStation 5, PC, Xbox Series X"
2023-12-24 00:00:00,2023-12-25 00:00:00,Sunday,1,,Ghostwire: Tokyo,,FFB6D7A8,31 October - 7 November 2024,Ghostwire: Tokyo,2024.0,https://ru.wikipedia.org/wiki/Ghostwire:_Tokyo,https://kanobu.ru/news/ghostwire-tokyo-stala-vremenno-besplatnoj-v-magazine-egs-492699/,GhostWire: Tokyo,ghostwire-tokyo,2022-03-22,75.0,T,"PlayStation 5, PC, Xbox Series X"
2023-12-23 00:00:00,2023-12-24 00:00:00,Saturday,1,dupe,Fallout 3: Game of the Year Edition,,FFB6D7A8,20-27 October 2022,Fallout 3: Game of the Year Edition,2022.0,https://ru.wikipedia.org/wiki/Fallout_3,https://dtf.ru/sale/1393388-v-epic-games-store-startovala-razdacha-polnogo-izdaniya-fallout-3-ego-mozhno-zabrat-do-27-oktyabrya,Fallout 3: Game of the Year Edition,fallout-3-game-of-the-year-edition,2009-10-13,,M,"Xbox 360, PlayStation 3, PC"
2023-12-23 00:00:00,2023-12-24 00:00:00,Saturday,1,dupe,Fallout 3: Game of the Year Edition,,FFB6D7A8,23 December 2023,Fallout 3: Game of the Year Edition,2023.0,https://ru.wikipedia.org/wiki/Fallout_3,https://kanobu.ru/news/v-epic-games-store-nachalas-razdacha-fallout-3-479975/,Fallout 3: Game of the Year Edition,fallout-3-game-of-the-year-edition,2009-10-13,,M,"Xbox 360, PlayStation 3, PC"
2023-12-22 00:00:00,2023-12-23 00:00:00,Friday,1,,art of rally,,FFB6D7A8,22 December 2023,Art of Rally,2023.0,https://ru.wikipedia.org/w/index.php?title=Art_of_Rally&action=edit&redlink=1,https://www.championat.com/cybersport/news-5368740-v-epic-games-store-startovala-razdacha-gonki-art-of-rally.html,art of rally,art-of-rally,2020-09-23,79.0,,"PC, Xbox Series X, Xbox One, Nintendo Switch, PlayStation 4, PlayStation 5, iOS (iPhone/iPad)"
2023-12-21 00:00:00,2023-12-22 00:00:00,Thursday,1,,Melvor Idle,,FFB6D7A8,21 December 2023,Melvor Idle,2023.0,https://ru.wikipedia.org/w/index.php?title=Melvor_Idle&action=edit&redlink=1,https://kanobu.ru/news/v-egs-nachalas-besplatnaya-razdacha-melvor-idle-479893/,Melvor Idle,melvor-idle,2021-11-18,,,PC
2023-12-20 00:00:00,2023-12-21 00:00:00,Wednesday,1,,DNF Duel,,FFB6D7A8,20 December 2023,DNF Duel,2023.0,https://ru.wikipedia.org/wiki/DNF_Duel,https://www.championat.com/cybersport/news-5366068-v-epic-games-store-startovala-ezhednevnaya-razdacha-igr.html,DNF Duel: Who's Next,dnf-duel-whos-next,2022-06-28,80.0,T,"PlayStation 5, PlayStation 4, PC, Nintendo Switch"
2023-12-13 00:00:00,2023-12-19 00:00:00,Wednesday,6,pack,Destiny 2: Legacy Collection,Destiny 2: The Witch Queen,FFB6D7A8,,,,,,Mega Man Legacy Collection + Mega Man Legacy Collection 2,mega-man-legacy-collection-plus-mega-man-legacy,2018-05-22,79.0,E10+,Nintendo Switch
2023-12-13 00:00:00,2023-12-19 00:00:00,Wednesday,6,-,Destiny 2: Beyond Light,Destiny 2: Beyond Light,FFB6D7A8,,,,,,Destiny 2: Beyond Light,destiny-2-beyond-light,2020-11-10,73.0,,"PC, PlayStation 4, Xbox One, Xbox Series X, PlayStation 5"
2023-12-13 00:00:00,2023-12-19 00:00:00,Wednesday,6,-,Destiny 2: Shadowkeep,Destiny 2: Shadowkeep,FFB6D7A8,,,,,,Destiny 2: Shadowkeep,destiny-2-shadowkeep,2019-10-01,73.0,T,"PlayStation 4, PC, Xbox One"
2023-12-07 00:00:00,2023-12-31 00:00:00,Thursday,24,pack2,"Warhammer 40,000: Rogue Trader - Limited Outfit Pack","Requires base game (payable), Warhammer 40,000: Rogue Trader",FFFFF2CC,,,,,,Warhammer 40K: Rogue Trader - Void Shadows,warhammer-40k-rogue-trader-void-shadows,2024-09-24,86.0,,"PC, PlayStation 5, Xbox Series X"
2023-12-07 00:00:00,2023-12-13 00:00:00,Thursday,6,,Gigabash,,FFD0E0E3,7-13 December 2023,GigaBash,2023.0,https://ru.wikipedia.org/w/index.php?title=GigaBash&action=edit&redlink=1,https://www.igromania.ru/news/133375/v-epic-games-store-nachali-otdavat-ekshenyi-predecessor-i-gigabash/,GigaBash,gigabash,2022-08-05,73.0,E10+,"PlayStation 5, PC, Xbox One, PlayStation 4, Nintendo Switch, Xbox Series X"
2023-12-07 00:00:00,2023-12-13 00:00:00,Thursday,6,,Predecessor,,FFD0E0E3,,,,,,Predecessor,predecessor,2024-08-20,0.0,T,"Xbox Series X, PC, PlayStation 5"
2023-12-01 00:00:00,2024-01-09 00:00:00,Friday,39,pack2,The Sims™ 4 - My First Pet Stuff,,FFFFF2CC,,,,,,The Sims 4: My First Pet Stuff,the-sims-4-my-first-pet-stuff,2018-03-13,0.0,T,"PC, PlayStation 4, Xbox One"
2023-11-30 00:00:00,2023-12-07 00:00:00,Thursday,7,,Jitsu Squad,,FFD0E0E3,30 November - 7 December 2023,Jitsu Squad,2023.0,https://ru.wikipedia.org/w/index.php?title=Jitsu_Squad&action=edit&redlink=1,https://www.igromania.ru/news/133142/v-egs-startovala-besplatnaya-razdacha-fajtingov-jitsu-squad-i-mighty-fight-federation/,Jitsu Squad,jitsu-squad,2022-12-09,70.0,T,"Nintendo Switch, PC, PlayStation 4, Xbox One, Xbox Series X, PlayStation 5"
2023-11-30 00:00:00,2023-12-07 00:00:00,Thursday,7,,Mighty Fight Federation,,FFD0E0E3,,,,,,Mighty Fight Federation,mighty-fight-federation,2021-02-25,69.0,T,"PlayStation 5, Nintendo Switch, PlayStation 4, PC, Xbox One"
2023-11-23 00:00:00,2023-11-30 00:00:00,Thursday,7,,Deliver Us Mars,,FFD0E0E3,23-30 November 2023,Deliver Us Mars,2023.0,https://ru.wikipedia.org/w/index.php?title=Deliver_Us_Mars&action=edit&redlink=1,https://3dnews.ru/1096453/igra-iz-novoy-razdachi-epic-games-store-otpravit-polzovateley-na-mars-kak-zabrat-deliver-us-mars-v-rossii,Deliver Us Mars,deliver-us-mars,2023-02-02,69.0,T,"PC, PlayStation 5, Xbox Series X, PlayStation 4, Xbox One"
2023-11-16 00:00:00,2023-11-23 00:00:00,Thursday,7,,EARTHLOCK,,FFD0E0E3,16-23 November 2023,Earthlock,2023.0,https://ru.wikipedia.org/w/index.php?title=Earthlock&action=edit&redlink=1,https://dtf.ru/sale/2267869-v-egs-startovala-razdacha-multyashnoy-rpg-earthlock-i-postapokalipticheskoy-strategii-surviving-the-aftermath,Earthlock,earthlock,2018-03-08,73.0,E10+,"Nintendo Switch, PC, PlayStation 4, Xbox One"
